usaf,wban,name,country,state,call,lat,lon,elev,begin,end
723600,23051,CLAYTON  MUNICIPAL AIRPARK AI,US,NM,KCAO,36.449,-103.154,+1511.8,19770827,20200925
723620,93040,SOCORRO MUNICIPAL AP,US,NM,KONM,34.067,-106.9,+1485.9,20070608,20200925
723625,93057,GRANTS-MILAN MUNI AIRPORT,US,NM,KGNT,35.165,-107.902,+1987.3,19480101,20200925
723627,23081,GALLUP MUNICIPAL AIRPORT,US,NM,KGUP,35.514,-108.794,+1972.4,19730101,20200925
723628,93942,CURTIS FIELD AIRPORT,US,TX,KBBD,31.178,-99.324,+0556.9,20060101,20200925
723630,23047,AMARILLO RICK HUSBAND INTL AI,US,TX,KAMA,35.23,-101.704,+1098.5,19430301,20200925
723635,03024,HUTCHINSON COUNTY AIRPORT,US,TX,KBGD,35.695,-101.395,+0930.9,20060101,20200925
723647,03034,DOUBLE EAGLE II AIRPORT,US,NM,KAEG,35.145,-106.795,+1779.1,20060101,20200925
723650,23050,ALBUQUERQUE INTL SUNPORT AIRP,US,NM,KABQ,35.042,-106.616,+1618.5,19410701,20200925
723654,93091,LOS ALAMOS AIRPORT,US,NM,KLAM,35.883,-106.283,+2185.7,20060101,20200925
723656,23049,SANTA FE MUNICIPAL AIRPORT,US,NM,KSAF,35.617,-106.089,+1933.7,19460801,20200925
723658,23090,FOUR CORNERS REGIONAL ARPT,US,NM,KFMN,36.744,-108.229,+1674.9,19730101,20200925
723660,23007,CHILDRESS MUNICIPAL ARPT,US,TX,KCDS,34.427,-100.283,+0594.7,20050101,20200925
723663,03012,TAOS REGIONAL AIRPORT,US,NM,KSKX,36.45,-105.667,+2161.3,20060101,20200925
723676,23048,TUCUMCARI MUNICIPAL ARPT,US,NM,KTCC,35.182,-103.603,+1239.0,19460801,20200925
723677,23054,LAS VEGAS MUNICIPAL ARPT,US,NM,KLVS,35.654,-105.142,+2095.2,19460801,20200925
723700,93167,KINGMAN AIRPORT,US,AZ,KIGM,35.258,-113.933,+1042.4,19990101,20200925
723710,03162,PAGE MUNICIPAL AIRPORT,US,AZ,KPGA,36.926,-111.448,+1313.7,20060101,20200925
723723,23184,ERNEST A. LOVE FIELD ARPT,US,AZ,KPRC,34.652,-112.421,+1536.8,19900228,20200925
723740,23194,WINSLOW-LINDBERGH REGIONAL AI,US,AZ,KINW,35.028,-110.721,+1489.3,19730101,20200925
723745,00374,PAYSON AIRPORT,US,AZ,KPAN,34.257,-111.339,+1572.2,20100115,20200925
723747,03101,SHOW LOW MUNICIPAL AIRPORT,US,AZ,KSOW,34.264,-110.008,+1954.1,20060101,20200925
723750,03103,FLAGSTAFF PULLIAM AIRPORT,US,AZ,KFLG,35.144,-111.666,+2134.5,20050101,20200925
723754,93027,ST JOHNS INDUS AIRPK ARPT,US,AZ,KSJN,34.518,-109.379,+1747.4,20060101,20200925
723756,00375,SEDONA AIRPORT,US,AZ,KSEZ,34.85,-111.783,+1471.3,20090302,20200925
723759,53990,MC CURTAIN COUNTY REGIONAL AI,US,OK,K4O4 ,33.909,-94.859,+0143.9,20060101,20200925
723762,93244,SANTA YNEZ AIRPORT,US,CA,KIZA,34.607,-120.076,+0204.5,20060105,20200925
723783,03195,GRAND CANYON NATL PARK APT,US,AZ,KGCN,35.946,-112.155,+2013.5,20060101,20200925
723788,53135,LAUGHLIN/BULLHEAD INTERNATION,US,AZ,KIFP,35.157,-114.559,+0211.8,20060101,20200925
723805,23179,NEEDLES AIRPORT,US,CA,KEED,34.768,-114.619,+0271.3,19770217,20200925
723810,23114,EDWARDS AIR FORCE BASE,US,CA,KEDW,34.9,-117.867,+0704.4,19411201,20200925
723815,23161,BARSTOW-DAGGETT AIRPORT,US,CA,KDAG,34.854,-116.786,+0584.3,19490101,20200925
723816,03159,GENERAL WILLIAM J. FOX AIRFIE,US,CA,KWJF,34.741,-118.212,+0712.6,19740601,20200925
723820,23182,PDLE PRODN FLT/TST AF PLT,US,CA,KPMD,34.629,-118.084,+0769.2,19730101,20200925
723825,23131,SOUTHERN CALIFORNIA LOGISTICS,US,CA,KVCV,34.583,-117.383,+0879.4,19420101,20200925
723840,23155,MEADOWS FIELD AIRPORT,US,CA,KBFL,35.434,-119.054,+0149.1,19411001,20200925
723860,23169,MCCARRAN INTERNATIONAL AIRPOR,US,NV,KLAS,36.072,-115.163,+0664.5,19730101,20200925
723870,03160,DESERT ROCK AIRPORT,US,NV,KDRA,36.621,-116.028,+0984.5,19780515,20200925
723890,93193,FRESNO YOSEMITE INTERNATIONAL,US,CA,KFAT,36.78,-119.719,+0101.5,19411204,20200925
723895,23149,PORTERVILLE MUNICIPAL ARPT,US,CA,KPTV,36.029,-119.063,+0134.7,20060101,20200925
723896,93144,VISALIA MUNICIPAL AIRPORT,US,CA,KVIS,36.317,-119.4,+0089.9,20060101,20200925
723898,53119,HANFORD MUNICIPAL AIRPORT,US,CA,KHJO,36.319,-119.629,+0075.9,20060101,20200925
723926,23136,CAMARILLO AIRPORT,US,CA,KCMA,34.217,-119.083,+0023.5,20050101,20200925
723930,93214,VANDENBERG AFB,US,CA,KVBG,34.717,-120.567,+0112.5,20060101,20200925
723940,23273,SANTA MARIA PUB/CAPT G A HANC,US,CA,KSMX,34.899,-120.449,+0073.8,19730101,20200925
723965,93209,PASO ROBLES MUNICIPAL ARPT,US,CA,KPRB,35.67,-120.628,+0246.9,19411201,20200925
723990,14711,HARRISBURG INTERNATIONAL AIRP,US,PA,KMDT,40.196,-76.772,+0095.1,20050101,20200925
724006,03701,CHESAPEAKE REGIONAL ARPT,US,VA,KCPK,36.666,-76.321,+0006.1,20060101,20200925
724007,03719,SUFFOLK MUNICIPAL AIRPORT,US,VA,KSFQ,36.682,-76.602,+0022.0,20050101,20200925
724010,13740,RICHMOND INTERNATIONAL AIRPOR,US,VA,KRIC,37.512,-77.323,+0050.0,19420924,20200925
724020,93739,WALLOPS FLIGHT FACILITY AIRPO,US,VA,KWAL,37.937,-75.466,+0014.0,19730101,20200925
724026,03716,ACCOMACK COUNTY AIRPORT,US,VA,KMFV,37.647,-75.761,+0014.3,20060101,20200925
724030,93738,WASHINGTON DULLES INTERNATION,US,VA,KIAD,38.935,-77.447,+0088.4,19730101,20200925
724033,03706,SHANNON AIRPORT,US,VA,KEZF,38.267,-77.449,+0025.9,20060101,20200925
724035,13773,QUANTICO MCAF,US,VA,KNYG,38.504,-77.305,+0003.1,19730101,20200925
724037,93728,DAVISON AAF AIRPORT,US,VA,KDAA,38.717,-77.183,+0022.3,19570201,20200925
724040,13721,NAVAL AIR STATION,US,MD,KNHK,38.3,-76.417,+0011.9,19450301,20200925
724050,13743,RONALD REAGAN WASHINGTON NATL,US,VA,KDCA,38.847,-77.035,+0003.1,19360901,20200925
724055,03714,LESSBURG EXECUTIVE AIRPORT,US,VA,KJYO,39.078,-77.558,+0118.6,20060101,20200925
724060,93721,BALTIMORE-WASHINGTON INTL AIR,US,MD,KBWI,39.173,-76.684,+0047.6,19450101,20200925
724066,93706,HGRTWN RGNL-R.HNSON FLD AP,US,MD,KHGR,39.706,-77.73,+0214.9,20060101,20200925
724067,93744,MARTIN STATE AIRPORT,US,MD,KMTN,39.333,-76.417,+0006.4,20060101,20200925
724077,54779,AEROFLEX-ANDOVER AIRPORT,US,NJ,K12N ,41.009,-74.736,+0176.8,20060101,20200925
724088,13707,DOVER AFB AIRPORT,US,DE,KDOV,39.133,-75.467,+0008.5,19421201,20200925
724094,54743,ESSEX COUNTY AIRPORT,US,NJ,KCDW,40.876,-74.283,+0052.7,20060101,20200925
724118,93797,MCKNBRG-BRUNWICK RGNL ARPT,US,VA,KAVC,36.688,-78.054,+0134.7,20060101,20200925
724190,03889,JULIAN CARROLL AIRPORT,US,KY,KJKL,37.591,-83.314,+0416.1,20050101,20200925
724200,14891,MANSFIELD LAHM REGIONAL AIRPO,US,OH,KMFD,40.82,-82.518,+0393.2,20050101,20200925
724210,93814,CINCINNATI/NORTHERN KENTUCKY,US,KY,KCVG,39.044,-84.672,+0269.1,19730101,20200925
724220,93820,BLUE GRASS AIRPORT,US,KY,KLEX,38.041,-84.606,+0298.7,19730101,20200925
724230,93821,LOUISVILLE  INTL-STANDIFORD F,US,KY,KSDF,38.181,-85.739,+0148.7,19730101,20200925
724233,53841,CAPITAL CITY AIRPORT,US,KY,KFFT,38.185,-84.903,+0245.1,20060101,20200925
724235,13810,BOWMAN FIELD AIRPORT,US,KY,KLOU,38.228,-85.664,+0164.6,19411101,20200925
724237,53803,OWENSBORO-DAVIESS COUNTY AIRP,US,KY,KOWB,37.75,-87.167,+0122.8,20060101,20200925
724240,13807,GODMAN AAF AIRPORT,US,KY,KFTK,37.9,-85.967,+0230.1,19450301,20200925
724243,03849,LDON-CRBN APT-MGEE FLD APT,US,KY,KLOZ,37.087,-84.077,+0362.1,19910321,20200925
724250,03860,TRI-STATE/M.J.FERGUS,US,WV,KHTS,38.365,-82.555,+0251.2,19730101,20200925
724275,14894,WHEELING OHIO COUNTY ARPT,US,WV,KHLG,40.176,-80.647,+0359.4,19730101,20200925
724276,53859,DAYTON-WRIGHT BROTHERS APT,US,OH,KMGY,39.594,-84.226,+0293.2,20060101,20200925
724280,14821,PORT COLUMBUS INTERNATIONAL A,US,OH,KCMH,39.991,-82.877,+0248.7,19450401,20200925
724285,13812,RICKENBACKER INTL AIRPORT,US,OH,KLCK,39.817,-82.933,+0226.8,19420801,20200925
724287,04848,METCALF FIELD AIRPORT,US,OH,KTDZ,41.563,-83.476,+0189.6,20060101,20200925
724288,04804,OHIO STATE UNIVERSITY ARPT,US,OH,KOSU,40.078,-83.078,+0275.8,20060101,20200925
724290,93815,J.M.COX DAYTON INTERNATIONAL,US,OH,KDAY,39.906,-84.219,+0305.7,19730101,20200925
724295,63888,SPRINGFIELD-BECKLEY MUNICIPAL,US,OH,KSGH,39.84,-83.84,+0320.3,20060103,20200925
724296,13841,AIRBORNE AIRPARK AIRPORT,US,OH,KILN,39.431,-83.777,+0325.2,19430801,20200925
724298,04850,LIMA ALLEN COUNTY AIRPORT,US,OH,KAOH,40.708,-84.027,+0297.2,20060101,20200925
724340,13994,LAMBERT-ST LOUIS INTERNATIONA,US,MO,KSTL,38.753,-90.374,+0161.9,19730101,20200925
724350,03816,BARKLEY REGIONAL AIRPORT,US,KY,KPAH,37.056,-88.774,+0125.9,19890101,20200925
724354,63815,SOMERSET-PULASKI CO-J.T. WILS,US,KY,KSME,37.054,-84.615,+0282.6,20060101,20200925
724356,53866,SHELBYVILLE MINUCIPAL ARPT,US,IN,KGEZ,39.578,-85.803,+0245.1,20060101,20200925
724363,13803,COLUMBUS MUNICIPAL AIRPORT,US,IN,KBAK,39.267,-85.9,+0200.0,19900208,20200925
724365,53896,HUNTINGBURG AIRPORT,US,IN,KHNB,38.249,-86.954,+0161.2,20060101,20200925
724373,03868,TER HUTE INTL-HULMAN FD AP,US,IN,KHUF,39.452,-87.309,+0175.3,20050101,20200925
724380,93819,INDIANAPOLIS INTERNATIONAL AI,US,IN,KIND,39.725,-86.282,+0241.1,19421006,20200925
724385,04828,ANRSN MUNI DRNGTON FLD AP,US,IN,KAID,40.117,-85.617,+0274.3,20060101,20200925
724386,14835,PURDUE UNIVERSITY AIRPORT,US,IN,KLAF,40.412,-86.937,+0182.6,19730101,20200925
724387,54807,KOKOMO MUNICIPAL AIRPORT,US,IN,KOKK,40.528,-86.059,+0253.0,20060101,20200925
724390,93822,ABRAHAM LINCOLN CAPITAL AIRPO,US,IL,KSPI,39.845,-89.684,+0181.1,19730101,20200925
724395,03958,ST LOUIS REGIONAL AIRPORT,US,IL,KALN,38.883,-90.05,+0165.5,20060101,20200925
724397,54831,CENTRAL ILLINOIS REGIONAL AIR,US,IL,KBMI,40.483,-88.95,+0263.7,20060101,20200925
724400,13995,SPRINGFIELD-BRANSON REGIONAL,US,MO,KSGF,37.24,-93.39,+0384.7,19730101,20200925
724420,13997,ROLLA NATIONAL AIRPORT,US,MO,KVIH,38.132,-91.765,+0338.3,20050101,20200925
724430,93989,QUINCY RGNL-BLDWN FLD ARPT,US,IL,KUIN,39.937,-91.192,+0234.4,20050101,20200925
724450,03945,COLUMBIA REGIONAL AIRPORT,US,MO,KCOU,38.817,-92.218,+0272.2,19730101,20200925
724453,03994,SEDALIA MEMORIAL AIRPORT,US,MO,KDMO,38.704,-93.183,+0274.3,20060101,20200925
724455,14938,KIRKSVILLE REGIONAL ARPT,US,MO,KIRK,40.097,-92.543,+0294.4,19730101,20200925
724457,03938,WAYNESVILLE REGIONAL AIRPORT,US,MO,KTBN,37.75,-92.15,+0353.3,19630320,20200925
724458,03963,JEFFERSON CITY MEMO ARPT,US,MO,KJEF,38.591,-92.156,+0174.7,20060101,20200925
724459,53931,LEE C FINE MEMORIAL ARPT,US,MO,KAIZ,38.096,-92.553,+0264.9,20060101,20200925
724460,03947,KANSAS CITY INTERNATIONAL AIR,US,MO,KMCI,39.297,-94.731,+0306.3,19730101,20200925
724463,13988,C.R. WHEELER DOWNTOWN ARPT,US,MO,KMKC,39.121,-94.597,+0226.2,19900208,20200925
724464,53916,AGRICULTURAL SCIENCE CENTER,US,MO,KCDJ,39.823,-93.579,+0234.4,20060101,20200925
724467,13930,WHITEMAN AFB AIRPORT,US,MO,KSZL,38.717,-93.55,+0265.2,19421201,20200925
724468,03967,JOHNSON CO EXECUTIVE ARPT,US,KS,KOJC,38.85,-94.739,+0326.1,20060101,20200925
724475,93909,NEW CENTURY AIRCENTER ARPT,US,KS,KIXD,38.832,-94.89,+0331.3,19781124,20200925
724490,13993,ROSECRANS MEMORIAL AIRPORT,US,MO,KSTJ,39.774,-94.923,+0249.3,19440301,20200925
724500,03928,WICHITA EISENHOWER NATIONAL,US,KS,KICT,37.648,-97.43,+0402.6,19730101,20200925
724502,13932,STROTHER FIELD AIRPORT,US,KS,KWLD,37.168,-97.037,+0350.5,20060101,20200925
724504,03974,COLONEL JAMES JABARA ARPT,US,KS,KAAO,37.746,-97.221,+0433.1,20060101,20200925
724505,03923,MCCONNELL AFB AIRPORT,US,KS,KIAB,37.617,-97.267,+0417.9,19531201,20200925
724506,13986,HUTCHINSON MUNICIPAL ARPT,US,KS,KHUT,38.065,-97.861,+0470.3,19450201,20200925
724507,13981,CHANUTE MARTIN JOHNSON APT,US,KS,KCNU,37.67,-95.484,+0300.2,19730101,20200925
724508,03997,LAWRENCE MUNICIPAL AIRPORT,US,KS,KLWC,39.008,-95.212,+0253.6,20060101,20200925
724509,53939,NEWTON-CITY-COUNTY AIRPORT,US,KS,KEWK,38.068,-97.275,+0467.0,20060101,20200925
724510,13985,DODGE CITY REGIONAL AIRPORT,US,KS,KDDC,37.769,-99.968,+0787.0,19430419,20200925
724515,23064,GARDEN CITY REGIONAL ARPT,US,KS,KGCK,37.927,-100.725,+0878.4,19430201,20200925
724516,23020,LIBERAL MUNICIPAL AIRPORT,US,KS,KLBL,37.05,-100.967,+0875.7,20060101,20200925
724517,13940,GREAT BEND MUNICIPAL ARPT,US,KS,KGBD,38.35,-98.867,+0573.0,20060101,20200925
724518,03968,HAYS REGIONAL AIRPORT,US,KS,KHYS,38.85,-99.267,+0609.0,20060101,20200925
724519,93967,COFFEYVILLE MUNICIPAL ARPT,US,KS,KCFV,37.091,-95.566,+0229.2,20060101,20200925
724520,03957,MEDICINE LODGE,US,KS,KP28 ,37.284,-98.553,+0467.9,19780310,20200925
724530,13969,PONCA CITY REGIONAL ARPT,US,OK,KPNC,36.737,-97.102,+0304.8,20050101,20200925
724550,13947,MARSHALL ARMY AIRFIELD,US,KS,KFRI,39.05,-96.767,+0324.6,19380817,20200925
724555,03936,MANHATTAN REGIONAL AIRPORT,US,KS,KMHK,39.135,-96.679,+0321.9,20060101,20200925
724556,13989,EMPORIA MUNICIPAL AIRPORT,US,KS,KEMP,38.329,-96.195,+0364.5,19730101,20200925
724560,13996,PHILIP BILLARD MUNICIPAL AIRP,US,KS,KTOP,39.073,-95.626,+0267.0,19730101,20200925
724565,13920,FORBES FIELD AIRPORT,US,KS,KFOE,38.95,-95.664,+0325.2,19421001,20200925
724580,13984,BLOSSER MUNICIPAL AIRPORT,US,KS,KCNK,39.551,-97.651,+0447.8,19730101,20200925
724585,93997,RUSSELL MUNICIPAL AIRPORT,US,KS,KRSL,38.876,-98.809,+0568.2,19430201,20200925
724586,03919,SALINA MUNICIPAL AIRPORT,US,KS,KSLN,38.8,-97.65,+0386.8,19730101,20200925
724604,93076,ELKHART-MORTON CO AIRPORT,US,KS,KEHA,37,-101.883,+1104.0,20060101,20200925
724620,23061,SAN LUIS VALLEY REGIONAL AIRP,US,CO,KALS,37.439,-105.861,+2296.1,19730101,20200925
724625,93005,DURA-LA PLATA CO AIRPORT,US,CO,KDRO,37.143,-107.76,+2033.0,20060101,20200925
724627,03011,TELLURIDE REGIONAL AIRPORT,US,CO,KTEX,37.95,-107.9,+2770.9,20060101,20200925
724635,23067,LA JUNTA MUNICIPAL AIRPORT,US,CO,KLHX,38.049,-103.513,+1278.3,19421101,20200925
724636,03013,LAMAR MUNICIPAL AIRPORT,US,CO,KLAA,38.072,-102.687,+1124.1,20060101,20200925
724640,93058,PUEBLO MEMORIAL AIRPORT,US,CO,KPUB,38.289,-104.506,+1441.4,19421001,20200925
724645,23070,PERRY STOKES AIRPORT,US,CO,KTAD,37.262,-104.338,+1749.9,19730101,20200925
724646,03028,COMANCHE NATIONAL GRASSLAND,US,CO,KSPD,37.283,-102.614,+1335.9,20060101,20200925
724650,23065,RENNER FIELD/GOODLAND MINI AI,US,KS,KGLD,39.367,-101.693,+1114.4,19730101,20200925
724660,93037,CITY OF COLORADO SPRINGS MUNI,US,CO,KCOS,38.81,-104.688,+1884.0,19420901,20200925
724665,93010,LIMON MUNICIPAL AIRPORT,US,CO,KLIC,39.275,-103.666,+1638.0,19730101,20200925
724666,93067,CENTENNIAL AIRPORT,US,CO,KAPA,39.57,-104.849,+1793.1,20060101,20200925
724673,93009,LEADVILLE/LAKE COUNTY APT,US,CO,KLXV,39.229,-106.317,+3027.3,20060101,20200925
724674,94050,MEEKER AIRPORT,US,CO,KEEO,40.044,-107.889,+1940.4,20060101,20200925
724675,23063,EAGLE CO REGIONAL AIRPORT,US,CO,KEGE,39.65,-106.917,+1980.3,19730101,20200925
724676,93073,ASPEN-PITKIN COUNTY ARPT,US,CO,KASE,39.23,-106.871,+2353.1,20060101,20200925
724677,93007,GUNSN-CRSTED BUTTE RGL APT,US,CO,KGUC,38.533,-106.933,+2336.6,20020902,20200925
724678,94033,STEAMBOAT SPRINGS/BOB ADAMS F,US,CO,KSBS,40.517,-106.867,+2096.7,20110214,20200925
724680,94015,BUTTS AAF AIRPORT,US,CO,KFCS,38.678,-104.757,+1779.4,19660915,20200925
724689,03026,KIT CARSON COUNTY AIRPORT,US,CO,KITR,39.245,-102.284,+1277.7,20060101,20200925
724695,23036,BUCKLEY AIR FORCE BASE,US,CO,KBKF,39.717,-104.75,+1726.1,19440301,20200925
724698,24015,COLORADO PLAINS RGNL ARPT,US,CO,KAKO,40.167,-103.217,+1421.3,19730101,20200925
724699,03065,ATCT ROCKY MOUNTAIN METRO,US,CO,KBJC,39.9,-105.117,+1705.4,20060101,20200925
724700,93141,CARBON COUNTY AIRPORT,US,UT,KPUC,39.609,-110.755,+1804.7,20060101,20200925
724733,23170,HANKSVILLE,US,UT,KHVE,38.417,-110.7,+1355.1,20140724,20200925
724737,00377,INVERNESS AIRPORT,US,FL,KINF,28.817,-82.317,+0015.2,20090812,20200925
724754,23186,ST GEORGE MUNICIPAL ARPT,US,UT,KSGU,37.1,-113.6,+0894.9,20060101,20200925
724755,93129,CEDAR CITY REGIONAL ARPT,US,UT,KCDC,37.709,-113.094,+1702.6,19730101,20200925
724756,23159,BRYCE CANYON AIRPORT,US,UT,KBCE,37.706,-112.146,+2312.2,19730101,20200925
724760,23066,GRAND JUNCTION REGIONAL AIRPO,US,CO,KGJT,39.134,-108.54,+1480.7,19730101,20200925
724765,93013,MONTROSE REGIONAL AIRPORT,US,CO,KMTJ,38.506,-107.899,+1743.5,20060101,20200925
724767,93069,CORTEZ MUNICIPAL AIRPORT,US,CO,KCEZ,37.307,-108.626,+1801.4,20060101,20200925
724768,24051,GREELEY-WELD COUNTY ARPT,US,CO,KGXY,40.436,-104.632,+1431.7,20060101,20200925
724769,94035,FORT COLLINS LOVELAND AP,US,CO,KFNL,40.45,-105.017,+1528.6,20060101,20200925
724770,03170,EUREKA,US,NV,KP68 ,39.601,-116.006,+1809.3,20100801,20200925
724776,93075,CANYONLANDS FIELD AIRPORT,US,UT,KCNY,38.75,-109.763,+1389.9,20060101,20200925
724796,94128,LOGAN-CACHE AIRPORT,US,UT,KLGU,41.787,-111.853,+1357.6,19990101,20200925
724797,23176,MILFORD MUNI BRISCOE,US,UT,KMLF,38.417,-113.017,+1534.1,19970101,20200925
724800,23157,BISHOP AIRPORT,US,CA,KBIH,37.371,-118.358,+1250.3,19430116,20200925
724810,23203,CASTLE AFB,US,CA,KMER,37.383,-120.567,+0058.2,19420101,20200925
724815,23257,MRCD MUNI/MACREADY FLD APT,US,CA,KMCE,37.285,-120.513,+0046.3,20060101,20200925
724828,93241,NUT TREE AIRPORT,US,CA,KVCB,38.378,-121.958,+0033.2,20060101,20200925
724830,23232,SACRAMENTO EXECUTIVE AIRPORT,US,CA,KSAC,38.507,-121.495,+0004.6,19730101,20200925
724833,23206,SACRAMENTO MATHER AIRPORT,US,CA,KMHR,38.567,-121.3,+0030.2,20020902,20200925
724836,23208,SACRAMENTO MCCLELLAN AFB,US,CA,KMCC,38.667,-121.4,+0023.5,19391109,20200925
724837,93216,BEALE AIR FORCE BASE,US,CA,KBAB,39.133,-121.433,+0034.4,19590701,20200925
724838,93205,YUBA COUNTRY AIRPORT,US,CA,KMYV,39.102,-121.568,+0018.9,20060101,20200925
724846,53123,NORTH LAS VEGAS AIRPORT,US,NV,KVGT,36.212,-115.196,+0671.5,20060101,20200925
724855,23153,TONOPAH AIRPORT,US,NV,KTPH,38.051,-117.09,+1644.4,19421001,20200925
724860,23154,ELY AIRPORT/YELLAND FIELD/AIR,US,NV,KELY,39.295,-114.847,+1908.7,19730101,20200925
724880,23185,RENO/TAHOE INTERNATIONAL AIRP,US,NV,KRNO,39.484,-119.771,+1344.2,19430105,20200925
724885,93102,FALLON NAS,US,NV,KNFL,39.417,-118.717,+1199.1,19730101,20200925
724915,23259,MONTEREY PENINSULA AIRPORT,US,CA,KMRY,36.588,-121.845,+0050.3,20060101,20200925
724920,23237,STOCKTON METROPOLITAN AIRPORT,US,CA,KSCK,37.889,-121.226,+0007.9,19410103,20200925
724926,23258,MDSTO CTY-CO H SHAM FD APT,US,CA,KMOD,37.624,-120.951,+0022.3,19730101,20200925
724927,23285,LIVERMORE MUNICIPAL ARPT,US,CA,KLVK,37.693,-121.814,+0119.8,20000101,20200925
724930,23230,METRO OAKLAND INTL AIRPORT,US,CA,KOAK,37.721,-122.221,+0001.8,19430101,20200925
724937,23289,PALO ALTO AIRPORT OF SANTA CL,US,CA,KPAO,37.467,-122.117,+0002.1,20060101,20200925
724938,93231,SAN CARLOS AIRPORT,US,CA,KSQL,37.517,-122.25,+0001.5,20060101,20200925
724940,23234,SAN FRANCISCO INTERNATIONAL A,US,CA,KSFO,37.62,-122.365,+0002.4,19730101,20200925
724945,23293,N Y. MINETA SN JO INTL APT,US,CA,KSJC,37.359,-121.924,+0015.5,19730101,20200925
724946,93232,REID-HILLVIEW AIRPORT OF SANT,US,CA,KRHV,37.333,-121.817,+0040.5,20060101,20200925
724950,23254,BUCHANAN FIELD AIRPORT,US,CA,KCCR,37.992,-122.055,+0005.5,20100801,20200925
724955,93227,NAPA COUNTY AIRPORT,US,CA,KAPC,38.21,-122.285,+0004.3,20000101,20200925
724957,23213,SONOMA COUNTY AIRPORT,US,CA,KSTS,38.504,-122.81,+0034.8,20000101,20200925
724973,93203,CHICO MUNICIPAL AIRPORT,US,CA,KCIC,39.8,-121.85,+0082.9,20060101,20200925
724975,93809,CAIRO REGIONAL AIRPORT,US,IL,KCIR,37.064,-89.219,+0097.8,20060101,20200925
724988,94704,DANSVILLE MUNICIPAL ARPT,US,NY,KDSV,42.571,-77.713,+0208.8,20010102,20200925
725014,54780,MONTAUK AIRPORT,US,NY,KMTP,41.073,-71.923,+0002.1,20060101,20200925
725020,14734,NEWARK LIBERTY INTERNATIONAL,US,NJ,KEWR,40.683,-74.169,+0002.1,19730101,20200925
725023,00474,CLEVELAND MUNICIPAL AIRPORT,US,MS,KRNV,33.861,-90.758,+0042.7,20130318,20200925
725027,54788,MERIDEN MARKHAM MUNI ARPT,US,CT,KMMK,41.51,-72.828,+0031.4,20060101,20200925
725030,14732,LA GUARDIA AIRPORT,US,NY,KLGA,40.779,-73.88,+0003.4,19730101,20200925
725036,14757,DUTCHESS COUNTY AIRPORT,US,NY,KPOU,41.626,-73.882,+0050.6,19730101,20200925
725037,94745,WESTCHESTER COUNTY AIRPORT,US,NY,KHPN,41.062,-73.705,+0111.9,19730101,20200925
725038,14714,STEWART INTERNATIONAL AIRPORT,US,NY,KSWF,41.5,-74.1,+0149.7,19420802,20200925
725040,94702,IGOR I SIKORSKY MEMORIAL AIRP,US,CT,KBDR,41.164,-73.127,+0001.5,19421208,20200925
725053,94728,CENTRAL PARK,US,NY,KNYC,40.779,-73.969,+0042.7,20050101,20200925
725054,64710,NORTH CENTRAL STATE ARPT,US,RI,KSFZ,41.921,-71.491,+0134.4,20060101,20200925
725059,14702,LAURENCE G HANSCOM FLD APT,US,MA,KBED,42.47,-71.289,+0040.5,20060101,20200925
725061,14704,OTIS ANGB AIRPORT,US,MA,KFMH,41.65,-70.517,+0039.6,20100921,20200925
725065,94726,NEW BEDFORD RGNL AIRPORT,US,MA,KEWB,41.676,-70.958,+0024.4,20060101,20200925
725067,94720,BRNSBL MUNI-BMAN/POL FD AP,US,MA,KHYA,41.669,-70.28,+0016.8,20060101,20200925
725069,94624,CHATHAM MUNICIPAL AIRPORT,US,MA,KCQX,41.688,-69.993,+0020.7,20060101,20200925
725070,14765,THEODORE F GREEN STATE AIRPOR,US,RI,KPVD,41.723,-71.433,+0016.8,19420801,20200925
725073,64708,PROVINCETOWN MUNI AIRPORT,US,MA,KPVC,42.072,-70.221,+0002.4,20060101,20200925
725074,54752,QUONSET STATE AIRPORT,US,RI,KOQU,41.597,-71.412,+0005.8,20060103,20200925
725079,14787,NEWPORT STATE AIRPORT,US,RI,KUUU,41.533,-71.283,+0052.4,20060101,20200925
725080,14740,BRADLEY INTERNATIONAL AIRPORT,US,CT,KBDL,41.938,-72.682,+0053.3,19410912,20200925
725086,54734,DANBURY MUNICIPAL AIRPORT,US,CT,KDXR,41.371,-73.483,+0139.3,20060101,20200925
725087,14752,HARTFORD-BRAINARD AIRPORT,US,CT,KHFD,41.736,-72.651,+0005.8,19740101,20200925
725088,54733,BEVERLY MUNICIPAL AIRPORT,US,MA,KBVY,42.584,-70.918,+0032.9,20060101,20200925
725090,14739,GEN E L LOGAN INTERNATIONAL A,US,MA,KBOS,42.361,-71.01,+0003.7,19431121,20200925
725100,94746,WORCESTER REGIONAL AIRPORT,US,MA,KORH,42.271,-71.873,+0304.8,20050101,20200925
725104,04843,PORT MEADVILLE AIRPORT,US,PA,KGKJ,41.626,-80.215,+0426.7,20060101,20200925
725107,04780,FITCHBURG MUNICIPAL ARP,US,MA,KFIT,42.552,-71.756,+0106.1,19971002,20200925
725113,54786,DOYLESTOWN AIRPORT,US,PA,KDYL,40.33,-75.123,+0120.1,20060101,20200925
725117,04827,WASHINGTON COUNTY AIRPORT,US,PA,KAFJ,40.133,-80.283,+0361.2,20060101,20200925
